"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","172.17.0.1","172.17.0.2","TCP","74","40134  >  3030 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=4266361555 TSecr=0 WS=128"
"2","0.000021186","172.17.0.2","172.17.0.1","TCP","74","3030  >  40134 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=1405833250 TSecr=4266361555 WS=128"
"3","0.000035020","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=4266361555 TSecr=1405833250"
"4","0.004804633","172.17.0.1","172.17.0.2","TCP","1514","[TCP segment of a reassembled PDU]"
"5","0.004811039","172.17.0.1","172.17.0.2","HTTP","158","GET /fuseki/annotations?query=CONSTRUCT+%7B%0A%3Fs+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23hasTarget%3E+%3Fanno+.%0A%3Fs+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23hasBody%3E+%3Fbody+.%0A%3Fbody+%3Chttp%3A%2F%2Fwww.w3.org%2F2011%2Fcontent%23chars%3E+%3Fchars+.%0A%3Fanno+%3Chttp%3A%2F%2Fpurl.org%2Fdc%2Fterms%2FisPartOf%3E+%3Fmanifest+.%0A%3Fanno+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23hasSource%3E+%3Fsource+.%0A%3Fanno+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23hasSelector%3E+%3Fselector+.%0A%3Fselector+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23default%3E+%3Fdefault+.%0A%3Fdefault+%3Chttp%3A%2F%2Fwww.w3.org%2F1999%2F02%2F22-rdf-syntax-ns%23value%3E+%3Ffragment+.%0A%7D+WHERE+%7B%0A%3Fs+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23hasTarget%3E+%3Fanno+.%0A%3Fs+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23hasBody%3E+%3Fbody+.%0A%3Fbody+%3Chttp%3A%2F%2Fwww.w3.org%2F2011%2Fcontent%23chars%3E+%3Fchars+.%0A%3Fanno+%3Chttp%3A%2F%2Fpurl.org%2Fdc%2Fterms%2FisPartOf%3E+%3Fmanifest+.%0A%3Fanno+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23hasSource%3E+%3Fsource+.%0AFILTER%28regex%28str%28%3Fsource%29%2C+%22iiif.ub.uni-leipzig.de%22+%29%29+.%0A%3Fanno+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23hasSelector%3E+%3Fselector+.%0A%3Fselector+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23default%3E+%3Fdefault+.%0A%3Fdefault+%3Chttp%3A%2F%2Fwww.w3.org%2F1999%2F02%2F22-rdf-syntax-ns%23value%3E+%3Ffragment+.%0A%7D%0A HTTP/1.1 "
"6","0.004822010","172.17.0.2","172.17.0.1","TCP","66","3030  >  40134 [ACK] Seq=1 Ack=1449 Win=31872 Len=0 TSval=1405833251 TSecr=4266361556"
"7","0.004824658","172.17.0.2","172.17.0.1","TCP","66","3030  >  40134 [ACK] Seq=1 Ack=1541 Win=31872 Len=0 TSval=1405833251 TSecr=4266361556"
"8","0.010772794","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"9","0.010795860","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=1449 Win=32128 Len=0 TSval=4266361558 TSecr=1405833253"
"10","0.010773443","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"11","0.010820448","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=2897 Win=35072 Len=0 TSval=4266361558 TSecr=1405833253"
"12","0.010773594","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"13","0.010824148","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=4345 Win=37888 Len=0 TSval=4266361558 TSecr=1405833253"
"14","0.010773694","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"15","0.010827796","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=5793 Win=40832 Len=0 TSval=4266361558 TSecr=1405833253"
"16","0.010773825","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"17","0.010831404","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=7241 Win=43776 Len=0 TSval=4266361558 TSecr=1405833253"
"18","0.010840186","172.17.0.2","172.17.0.1","TCP","1018","[TCP segment of a reassembled PDU]"
"19","0.010843540","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=8193 Win=46592 Len=0 TSval=4266361558 TSecr=1405833253"
"20","0.011042554","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"21","0.011048966","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=9641 Win=49536 Len=0 TSval=4266361558 TSecr=1405833253"
"22","0.011042836","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"23","0.011055233","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=11089 Win=52480 Len=0 TSval=4266361558 TSecr=1405833253"
"24","0.011042980","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"25","0.011058671","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=12537 Win=55296 Len=0 TSval=4266361558 TSecr=1405833253"
"26","0.011043090","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"27","0.011061647","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=13985 Win=58240 Len=0 TSval=4266361558 TSecr=1405833253"
"28","0.011043205","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"29","0.011064840","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=15433 Win=61056 Len=0 TSval=4266361558 TSecr=1405833253"
"30","0.011043314","172.17.0.2","172.17.0.1","TCP","1018","[TCP segment of a reassembled PDU]"
"31","0.011068354","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=16385 Win=64000 Len=0 TSval=4266361558 TSecr=1405833253"
"32","0.011210603","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"33","0.011215695","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=17833 Win=66944 Len=0 TSval=4266361558 TSecr=1405833253"
"34","0.011210773","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"35","0.011220992","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=19281 Win=69760 Len=0 TSval=4266361558 TSecr=1405833253"
"36","0.011210885","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"37","0.011224189","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=20729 Win=72704 Len=0 TSval=4266361558 TSecr=1405833253"
"38","0.011211009","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"39","0.011227167","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=22177 Win=75648 Len=0 TSval=4266361558 TSecr=1405833253"
"40","0.011211105","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"41","0.011230164","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=23625 Win=78464 Len=0 TSval=4266361558 TSecr=1405833253"
"42","0.011211225","172.17.0.2","172.17.0.1","TCP","1018","[TCP segment of a reassembled PDU]"
"43","0.011233272","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=24577 Win=81408 Len=0 TSval=4266361558 TSecr=1405833253"
"44","0.011370375","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"45","0.011375523","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=26025 Win=84224 Len=0 TSval=4266361558 TSecr=1405833253"
"46","0.011370529","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"47","0.011380705","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=27473 Win=87168 Len=0 TSval=4266361558 TSecr=1405833253"
"48","0.011370641","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"49","0.011383969","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=28921 Win=90112 Len=0 TSval=4266361558 TSecr=1405833253"
"50","0.011370742","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"51","0.011386997","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=30369 Win=92928 Len=0 TSval=4266361558 TSecr=1405833253"
"52","0.011370838","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"53","0.011390071","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=31817 Win=95872 Len=0 TSval=4266361558 TSecr=1405833253"
"54","0.011370943","172.17.0.2","172.17.0.1","TCP","1018","[TCP segment of a reassembled PDU]"
"55","0.011393289","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=32769 Win=98816 Len=0 TSval=4266361558 TSecr=1405833253"
"56","0.011522414","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"57","0.011526924","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=34217 Win=101632 Len=0 TSval=4266361558 TSecr=1405833253"
"58","0.011522591","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"59","0.011531573","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=35665 Win=104576 Len=0 TSval=4266361558 TSecr=1405833253"
"60","0.011522711","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"61","0.011534613","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=37113 Win=107392 Len=0 TSval=4266361558 TSecr=1405833253"
"62","0.011522828","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"63","0.011537611","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=38561 Win=110336 Len=0 TSval=4266361558 TSecr=1405833253"
"64","0.011522943","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"65","0.011541073","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=40009 Win=113280 Len=0 TSval=4266361558 TSecr=1405833253"
"66","0.011523073","172.17.0.2","172.17.0.1","TCP","1018","[TCP segment of a reassembled PDU]"
"67","0.011544098","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=40961 Win=116096 Len=0 TSval=4266361558 TSecr=1405833253"
"68","0.011667680","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"69","0.011672420","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=42409 Win=119040 Len=0 TSval=4266361558 TSecr=1405833253"
"70","0.011667844","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"71","0.011677118","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=43857 Win=121984 Len=0 TSval=4266361558 TSecr=1405833253"
"72","0.011667962","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"73","0.011680340","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=45305 Win=124800 Len=0 TSval=4266361558 TSecr=1405833253"
"74","0.011668083","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"75","0.011683565","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=46753 Win=127744 Len=0 TSval=4266361558 TSecr=1405833253"
"76","0.011668192","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"77","0.011686816","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=48201 Win=130560 Len=0 TSval=4266361558 TSecr=1405833253"
"78","0.011668320","172.17.0.2","172.17.0.1","TCP","1018","[TCP segment of a reassembled PDU]"
"79","0.011690103","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=49153 Win=133504 Len=0 TSval=4266361558 TSecr=1405833253"
"80","0.011848043","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"81","0.011853223","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=50601 Win=136448 Len=0 TSval=4266361558 TSecr=1405833253"
"82","0.011848207","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"83","0.011858080","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=52049 Win=139264 Len=0 TSval=4266361558 TSecr=1405833253"
"84","0.011848335","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"85","0.011861381","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=53497 Win=142208 Len=0 TSval=4266361558 TSecr=1405833253"
"86","0.011848434","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"87","0.011864843","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=54945 Win=145152 Len=0 TSval=4266361558 TSecr=1405833253"
"88","0.011848543","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"89","0.011868120","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=56393 Win=147968 Len=0 TSval=4266361558 TSecr=1405833253"
"90","0.011848662","172.17.0.2","172.17.0.1","TCP","1018","[TCP segment of a reassembled PDU]"
"91","0.011871358","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=57345 Win=150912 Len=0 TSval=4266361558 TSecr=1405833253"
"92","0.012015684","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"93","0.012021493","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=58793 Win=153728 Len=0 TSval=4266361558 TSecr=1405833253"
"94","0.012016017","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"95","0.012026400","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=60241 Win=156672 Len=0 TSval=4266361558 TSecr=1405833253"
"96","0.012016134","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"97","0.012029775","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=61689 Win=159616 Len=0 TSval=4266361558 TSecr=1405833253"
"98","0.012016250","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"99","0.012032880","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=63137 Win=162432 Len=0 TSval=4266361558 TSecr=1405833253"
"100","0.012016356","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"101","0.012036288","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=64585 Win=165376 Len=0 TSval=4266361558 TSecr=1405833253"
"102","0.012016490","172.17.0.2","172.17.0.1","TCP","1018","[TCP segment of a reassembled PDU]"
"103","0.012039186","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=65537 Win=168320 Len=0 TSval=4266361558 TSecr=1405833253"
"104","0.012196413","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"105","0.012202182","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=66985 Win=171136 Len=0 TSval=4266361558 TSecr=1405833253"
"106","0.012196593","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"107","0.012207816","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=68433 Win=174080 Len=0 TSval=4266361558 TSecr=1405833253"
"108","0.012196716","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"109","0.012211390","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=69881 Win=176896 Len=0 TSval=4266361558 TSecr=1405833253"
"110","0.012196839","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"111","0.012215022","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=71329 Win=179840 Len=0 TSval=4266361558 TSecr=1405833253"
"112","0.012196966","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"113","0.012218745","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=72777 Win=182272 Len=0 TSval=4266361558 TSecr=1405833253"
"114","0.012197104","172.17.0.2","172.17.0.1","TCP","1018","[TCP segment of a reassembled PDU]"
"115","0.012222284","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=73729 Win=181760 Len=0 TSval=4266361558 TSecr=1405833253"
"116","0.012373515","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"117","0.012379076","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=75177 Win=184832 Len=0 TSval=4266361558 TSecr=1405833253"
"118","0.012373690","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"119","0.012384730","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=76625 Win=184448 Len=0 TSval=4266361558 TSecr=1405833253"
"120","0.012373814","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"121","0.012388404","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=78073 Win=183680 Len=0 TSval=4266361558 TSecr=1405833253"
"122","0.012373946","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"123","0.012392076","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=79521 Win=182912 Len=0 TSval=4266361558 TSecr=1405833253"
"124","0.012374049","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"125","0.012395697","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=80969 Win=182272 Len=0 TSval=4266361558 TSecr=1405833253"
"126","0.012374188","172.17.0.2","172.17.0.1","TCP","1018","[TCP segment of a reassembled PDU]"
"127","0.012399307","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=81921 Win=181760 Len=0 TSval=4266361558 TSecr=1405833253"
"128","0.012479656","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"129","0.012484946","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=83369 Win=184832 Len=0 TSval=4266361558 TSecr=1405833253"
"130","0.012479811","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"131","0.012490906","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=84817 Win=184448 Len=0 TSval=4266361558 TSecr=1405833253"
"132","0.012479936","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"133","0.012494499","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=86265 Win=183680 Len=0 TSval=4266361558 TSecr=1405833253"
"134","0.012480084","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"135","0.012480205","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"136","0.012480344","172.17.0.2","172.17.0.1","TCP","1018","[TCP segment of a reassembled PDU]"
"137","0.012519620","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=90113 Win=184832 Len=0 TSval=4266361558 TSecr=1405833253"
"138","0.012557914","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"139","0.012558096","172.17.0.2","172.17.0.1","TCP","653","[TCP segment of a reassembled PDU]"
"140","0.012567448","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=92148 Win=184832 Len=0 TSval=4266361558 TSecr=1405833253"
"141","0.012728142","172.17.0.2","172.17.0.1","HTTP","71","HTTP/1.1 200   (application/n-triples)"
"142","0.012745738","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1541 Ack=92153 Win=184832 Len=0 TSval=4266361558 TSecr=1405833253"
"143","0.245050470","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [FIN, ACK] Seq=1541 Ack=92153 Win=184832 Len=0 TSval=4266361616 TSecr=1405833253"
"144","0.245207289","172.17.0.2","172.17.0.1","TCP","66","3030  >  40134 [FIN, ACK] Seq=92153 Ack=1542 Win=31872 Len=0 TSval=1405833311 TSecr=4266361616"
"145","0.245224904","172.17.0.1","172.17.0.2","TCP","66","40134  >  3030 [ACK] Seq=1542 Ack=92154 Win=184832 Len=0 TSval=4266361616 TSecr=1405833311"
"146","0.720675808","172.17.0.1","172.17.0.2","TCP","74","40138  >  3030 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=4266361735 TSecr=0 WS=128"
"147","0.720736761","172.17.0.2","172.17.0.1","TCP","74","3030  >  40138 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=1405833430 TSecr=4266361735 WS=128"
"148","0.720761328","172.17.0.1","172.17.0.2","TCP","66","40138  >  3030 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=4266361735 TSecr=1405833430"
"149","0.722514599","172.17.0.1","172.17.0.2","TCP","1514","[TCP segment of a reassembled PDU]"
"150","0.722521470","172.17.0.1","172.17.0.2","HTTP","158","GET /fuseki/annotations?query=CONSTRUCT+%7B%0A%3Fs+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23hasTarget%3E+%3Fanno+.%0A%3Fs+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23hasBody%3E+%3Fbody+.%0A%3Fbody+%3Chttp%3A%2F%2Fwww.w3.org%2F2011%2Fcontent%23chars%3E+%3Fchars+.%0A%3Fanno+%3Chttp%3A%2F%2Fpurl.org%2Fdc%2Fterms%2FisPartOf%3E+%3Fmanifest+.%0A%3Fanno+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23hasSource%3E+%3Fsource+.%0A%3Fanno+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23hasSelector%3E+%3Fselector+.%0A%3Fselector+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23default%3E+%3Fdefault+.%0A%3Fdefault+%3Chttp%3A%2F%2Fwww.w3.org%2F1999%2F02%2F22-rdf-syntax-ns%23value%3E+%3Ffragment+.%0A%7D+WHERE+%7B%0A%3Fs+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23hasTarget%3E+%3Fanno+.%0A%3Fs+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23hasBody%3E+%3Fbody+.%0A%3Fbody+%3Chttp%3A%2F%2Fwww.w3.org%2F2011%2Fcontent%23chars%3E+%3Fchars+.%0A%3Fanno+%3Chttp%3A%2F%2Fpurl.org%2Fdc%2Fterms%2FisPartOf%3E+%3Fmanifest+.%0A%3Fanno+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23hasSource%3E+%3Fsource+.%0AFILTER%28regex%28str%28%3Fsource%29%2C+%22iiif.ub.uni-leipzig.de%22+%29%29+.%0A%3Fanno+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23hasSelector%3E+%3Fselector+.%0A%3Fselector+%3Chttp%3A%2F%2Fwww.w3.org%2Fns%2Foa%23default%3E+%3Fdefault+.%0A%3Fdefault+%3Chttp%3A%2F%2Fwww.w3.org%2F1999%2F02%2F22-rdf-syntax-ns%23value%3E+%3Ffragment+.%0A%7D%0A HTTP/1.1 "
"151","0.722535520","172.17.0.2","172.17.0.1","TCP","66","3030  >  40138 [ACK] Seq=1 Ack=1449 Win=31872 Len=0 TSval=1405833430 TSecr=4266361735"
"152","0.722539886","172.17.0.2","172.17.0.1","TCP","66","3030  >  40138 [ACK] Seq=1 Ack=1541 Win=31872 Len=0 TSval=1405833430 TSecr=4266361735"
"153","0.727927272","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"154","0.727948895","172.17.0.1","172.17.0.2","TCP","66","40138  >  3030 [ACK] Seq=1541 Ack=1449 Win=32128 Len=0 TSval=4266361737 TSecr=1405833432"
"155","0.727927840","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"156","0.727962451","172.17.0.1","172.17.0.2","TCP","66","40138  >  3030 [ACK] Seq=1541 Ack=2897 Win=35072 Len=0 TSval=4266361737 TSecr=1405833432"
"157","0.727927998","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"158","0.727966377","172.17.0.1","172.17.0.2","TCP","66","40138  >  3030 [ACK] Seq=1541 Ack=4345 Win=37888 Len=0 TSval=4266361737 TSecr=1405833432"
"159","0.727928120","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"160","0.727970024","172.17.0.1","172.17.0.2","TCP","66","40138  >  3030 [ACK] Seq=1541 Ack=5793 Win=40832 Len=0 TSval=4266361737 TSecr=1405833432"
"161","0.727928245","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"162","0.727980120","172.17.0.2","172.17.0.1","TCP","1018","[TCP segment of a reassembled PDU]"
"163","0.727982416","172.17.0.1","172.17.0.2","TCP","66","40138  >  3030 [ACK] Seq=1541 Ack=7241 Win=43776 Len=0 TSval=4266361737 TSecr=1405833432"
"164","0.727991850","172.17.0.1","172.17.0.2","TCP","66","40138  >  3030 [ACK] Seq=1541 Ack=8193 Win=46592 Len=0 TSval=4266361737 TSecr=1405833432"
"165","0.728115541","172.17.0.2","172.17.0.1","TCP","1514","[TCP segment of a reassembled PDU]"
"166","0.728123042","172.17.0.1","172.17.0.2","TCP","66","40138  >  3030 [ACK] Seq=1541 Ack=9641 Win=49536 Len=0 TSval=4266361737 TSecr=1405833432"
